Case ID,Study ID,Authors,Year,Journal,Journal IF,Source of data,Biome,Plant species,Plant type,Duration,Inductor organism,Inductor species,Inductor order,Weeks after induction,Herbivore stage inductor,Herbivore guild inductor,Herbivore specialization inductor,Pathway,Type of study,Type of interaction,Tissue induced,Tissue consumed,Insect response type,Organism,Herbivore species,Order,Herbivore stage,Herbivore guild,Herbivore specialization,Consp.heterosp,Mult.comp,M.control,SD.control,N.control,M.treatment,SD.treatment,N.treatment,Author,notes
283,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 1,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,Cebrio gypsicola,Coleoptera,12,young,chewer,generalist,JA_JA,field,distant,roots,leaves,abundance,herbivore,Several species,Lepidoptera,young,chewer,specialist,H,283,0.498,0.294,15,0.27,0.108,15,Gonzalez-Megias,
284,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 1,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,Cebrio gypsicola,Coleoptera,12,young,chewer,generalist,JA_JA,field,distant,roots,seeds,abundance,herbivore,unknown species,Lepidoptera,young,chewer,NA,H,284,2.608,1.038,15,1.512,0.439,15,Gonzalez-Megias,
285,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 1,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,several species,Lepidoptera,12,young,chewer,specialist,JA_JA,field,distant,fruits,leaves,abundance,herbivore,leafhoppers,Hemiptera,adult,chewer,NA,H,285,5.667,1.208,15,3.375,0.708,15,Gonzalez-Megias,
286,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 1,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,several species,Lepidoptera,12,young,chewer,specialist,JA_JA,field,distant,fruits,leaves,abundance,herbivore,Several species,Lepidoptera,young,chewer,specialist,H,286,0.206,0.083,15,0.378,0.111,15,Gonzalez-Megias,
287,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 1,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,several species,Lepidoptera,12,young,chewer,specialist,JA_JA,field,local,fruits,seeds,abundance,herbivore,unknown species,Lepidoptera,young,chewer,NA,H,287,2.608,1.038,15,1.443,0.38,15,Gonzalez-Megias,
288,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 2,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,Cebrio gypsicola,Coleoptera,12,young,chewer,generalist,JA_JA,field,distant,roots,leaves,abundance,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,288-289,11.931,9.964,15,11.893,8.036,15,Gonzalez-Megias,
289,47,González-Megias and Muller,2010,Journal of Animal Ecology,4.827,figure 2,temperate,Moricandia moricandioides,herbaceous,annual,herbivore,several species,Lepidoptera,12,young,chewer,specialist,JA_JA,field,distant,fruits,leaves,abundance,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,288-289,11.931,9.964,15,9.643,5.464,15,Gonzalez-Megias,
290,48,Salt et al,1996,Oikos,3.586,figure 1,temperate,Cardamine pratensis,herbaceous,perennial,herbivore,Pemphigus populitransversus,Hemiptera,6.5,adult,piercing-sucking,generalist,SA_SA,controlled,distant,roots,shoot,abundance,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,290,1.434,0.055,10,1.328,0.126,10,Salt,
291,48,Salt et al,1996,Oikos,3.586,figure 2,temperate,Cardamine pratensis,herbaceous,perennial,herbivore,Aphis fabae,Hemiptera,6.5,adult,piercing-sucking,generalist,SA_SA,controlled,distant,shoot,roots,abundance,herbivore,Pemphigus populitransversus,Hemiptera,adult,piercing-sucking,generalist,H,291,2.08,0.017,10,1.945,0.025,10,Salt,
292,49,Lazebnik et al,2017,"Entomologia, Experimentalis et Applicata",1.442,figure 2,tropical,Solanum tuberosum,herbaceous,perennial,necrotrophic pathogen,Phytophthora infestans,Peronosporales,NA,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,292,0.31,0.005,30,0.263,0.011,30,Lazebnik,
293,49,Lazebnik et al,2017,"Entomologia, Experimentalis et Applicata",1.442,figure 2,tropical,Solanum tuberosum,herbaceous,perennial,necrotrophic pathogen,Phytophthora infestans,Peronosporales,NA,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,293,0.322,0.014,10,0.322,0.01,10,Lazebnik,
294,49,Lazebnik et al,2017,"Entomologia, Experimentalis et Applicata",1.442,figure 2,tropical,Solanum tuberosum,herbaceous,perennial,necrotrophic pathogen,Phytophthora infestans,Peronosporales,NA,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,294,0.312,0.008,10,0.316,0.007,10,Lazebnik,
295,49,Lazebnik et al,2017,"Entomologia, Experimentalis et Applicata",1.442,figure 2,tropical,Solanum tuberosum,herbaceous,perennial,necrotrophic pathogen,Phytophthora infestans,Peronosporales,NA,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,295,0.301,0.007,20,0.316,0.005,20,Lazebnik,
296,49,Lazebnik et al,2017,"Entomologia, Experimentalis et Applicata",1.442,figure 2,tropical,Solanum tuberosum,herbaceous,perennial,necrotrophic pathogen,Phytophthora infestans,Peronosporales,NA,NA,NA,specialist,JA_SA,controlled,local,leaves,leaves,growth,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,296,0.256,0.008,10,0.264,0.008,10,Lazebnik,
297,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Agriotes sp,Coleoptera,6.5,adult,chewer,generalist,JA_SA,controlled,distant,roots,leaves,growth,herbivore,Rhopalosiphum padi,Hemiptera,adult,piercing-sucking,generalist,H,297,96.932,9.205,10,93.864,5.114,10,Johnson,
298,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Agriotes sp,Coleoptera,6.5,adult,chewer,generalist,JA_SA,controlled,distant,roots,leaves,growth,herbivore,Rhopalosiphum padi,Hemiptera,adult,piercing-sucking,generalist,H,298,856.818,30.682,10,979.545,20.455,10,Johnson,
299,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Agriotes sp,Coleoptera,6.5,adult,chewer,generalist,JA_SA,controlled,distant,roots,leaves,mass,herbivore,Rhopalosiphum padi,Hemiptera,adult,piercing-sucking,generalist,H,299,737.255,31.373,10,815.686,54.902,10,Johnson,
300,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Agriotes sp,Coleoptera,6.5,adult,chewer,generalist,JA_SA,controlled,distant,roots,leaves,mass,herbivore,Rhopalosiphum padi,Hemiptera,adult,piercing-sucking,generalist,H,300,513.725,35.294,10,568.627,39.216,10,Johnson,
301,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Rhopalosiphum padi,Hemiptera,6.5,adult,piercing-sucking,generalist,SA_JA,controlled,distant,leaves,roots,survival,herbivore,Agriotes sp,Coleoptera,adult,chewer,generalist,H,301,88.235,5.49,10,78.431,7.059,10,Johnson,
302,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Rhopalosiphum padi,Hemiptera,6.5,adult,piercing-sucking,generalist,SA_JA,controlled,distant,leaves,roots,survival,herbivore,Agriotes sp,Coleoptera,adult,chewer,generalist,H,302,71.373,8.235,10,62.745,9.412,10,Johnson,
303,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Rhopalosiphum padi,Hemiptera,6.5,adult,piercing-sucking,generalist,SA_JA,controlled,distant,leaves,roots,mass,herbivore,Agriotes sp,Coleoptera,adult,chewer,generalist,H,303,32.19,1.333,10,36.762,2.095,10,Johnson,
304,50,Johnson et al ,2009,Functional Ecology,5.21,figure 4,temperate,Hordeum vulgare,herbaceous,annual,herbivore,Rhopalosiphum padi,Hemiptera,6.5,adult,piercing-sucking,generalist,SA_JA,controlled,distant,leaves,roots,mass,herbivore,Agriotes sp,Coleoptera,adult,chewer,generalist,H,304,31.048,3.238,10,38.095,4.381,10,Johnson,
305,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,C,305,92,14,8,83,24,8,McAuslane,
306,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,C,306,92,14,8,88,23,8,McAuslane,
307,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,C,307,88,16,8,96,11,8,McAuslane,
308,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,C,308,92,14,8,79,23,8,McAuslane,
309,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,adult,chewer,generalist,C,309,88,16,8,75,22,8,McAuslane,
310,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,adult,chewer,generalist,C,310,86,16,8,75,36,8,McAuslane,
311,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,adult,chewer,generalist,C,311,67,17,8,83,24,8,McAuslane,
312,51,McAuslane and Alborn,2000,"Entomologia, Experimentalis et Applicata",1.442,table 2,tropical,Gossypium hirsutum,herbaceous,annual,herbivore,Spodoptera exigua,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,survival,herbivore,Spodoptera exigua,Lepidoptera,adult,chewer,generalist,C,312,79,23,8,62,20,8,McAuslane,
313,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,table 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Lissorhoptrus oryzophilus,Coleoptera,2,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,growth,herbivore,Spodoptera frugiperda,Lepidoptera,young,chewer,generalist,H,313,0.297,0.008,20,0.185,0.018,20,Tindall,
314,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,table 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Lissorhoptrus oryzophilus,Coleoptera,2,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,growth,herbivore,Spodoptera frugiperda,Lepidoptera,young,chewer,generalist,H,314,0.43,0.023,20,0.39,0.018,20,Tindall,
315,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,table 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Lissorhoptrus oryzophilus,Coleoptera,2,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,growth,herbivore,Spodoptera frugiperda,Lepidoptera,young,chewer,generalist,H,315,0.322,0.025,20,0.272,0.035,20,Tindall,
316,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,table 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Lissorhoptrus oryzophilus,Coleoptera,2,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,growth,herbivore,Spodoptera frugiperda,Lepidoptera,young,chewer,generalist,H,316,0.453,0.013,20,0.404,0.016,20,Tindall,
317,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,figure 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Spodoptera frugiperda,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,abundance,herbivore,Lissorhoptrus oryzophilus,Coleoptera,young,chewer,specialist,H,317-318,8.682,0.682,54,8.591,0.523,53,Tindall,
318,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,figure 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Spodoptera frugiperda,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,abundance,herbivore,Lissorhoptrus oryzophilus,Coleoptera,young,chewer,specialist,H,317-318,8.682,0.682,54,5.795,0.386,53,Tindall,
319,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,figure 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Spodoptera frugiperda,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,weight,herbivore,Lissorhoptrus oryzophilus,Coleoptera,young,chewer,specialist,H,319-320,0.697,0.074,54,0.722,0.074,53,Tindall,
320,52,Tindall and Stout,2011,"Entomologia, Experimentalis et Applicata",1.442,figure 1,temperate,Oryza sativa,herbaceous,annual,herbivore,Spodoptera frugiperda,Lepidoptera,2,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,weight,herbivore,Lissorhoptrus oryzophilus,Coleoptera,young,chewer,specialist,H,319-320,0.697,0.074,54,0.353,0.038,53,Tindall,
321,53,Krause and Raffa,1995,Oecologia,2.902,figure 3,temperate,Pinus resinosa,woody,perennial,herbivore,Neodiprion sertifer,hymenoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,growth,herbivore,Neodiprion sertifer,hymenoptera,young,chewer,specialist,C,321-322,0.375,0.063,5,0.188,0.021,5,Krause,
322,53,Krause and Raffa,1995,Oecologia,2.902,figure 3,temperate,Pinus resinosa,woody,perennial,herbivore,Neodiprion sertifer,hymenoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,growth,herbivore,Neodiprion sertifer,hymenoptera,young,chewer,specialist,C,321-322,0.375,0.063,5,0.292,0.042,5,Krause,
323,53,Krause and Raffa,1995,Oecologia,2.902,figure 3,temperate,Pinus resinosa,woody,perennial,herbivore,Neodiprion sertifer,hymenoptera,3,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,growth,herbivore,Neodiprion sertifer,hymenoptera,young,chewer,specialist,C,323-324,1.375,0.125,5,1.021,0.083,5,Krause,
324,53,Krause and Raffa,1995,Oecologia,2.902,figure 3,temperate,Pinus resinosa,woody,perennial,herbivore,Neodiprion sertifer,hymenoptera,3,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,growth,herbivore,Neodiprion sertifer,hymenoptera,young,chewer,specialist,C,323-324,1.375,0.125,5,1.25,0.25,5,Krause,
325,53,Krause and Raffa,1995,Oecologia,2.902,figure 3,temperate,Pinus resinosa,woody,perennial,herbivore,Neodiprion sertifer,hymenoptera,4,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,growth,herbivore,Neodiprion sertifer,hymenoptera,young,chewer,specialist,C,325-326,1.375,0.333,5,2.729,0.354,5,Krause,
326,53,Krause and Raffa,1995,Oecologia,2.902,figure 3,temperate,Pinus resinosa,woody,perennial,herbivore,Neodiprion sertifer,hymenoptera,4,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,growth,herbivore,Neodiprion sertifer,hymenoptera,young,chewer,specialist,C,325-326,1.375,0.333,5,4.583,0.563,5,Krause,
327,54,Moran and Whitham ,1990,Ecology,4.733,figure 4,temperate,Chenopodium album,herbaceous,annual,herbivore,Hayhurstia atriplicis,Hemiptera,8,adult,piercing-sucking,specialist,SA_SA,field,distant,leaves,roots,growth,herbivore,Pemphigus betae,Hemiptera,adult,piercing-sucking,generalist,H,327,1.674,0.231,9,1.356,0.725,99,Moran,
328,54,Moran and Whitham ,1990,Ecology,4.733,figure 4,temperate,Chenopodium album,herbaceous,annual,herbivore,Hayhurstia atriplicis,Hemiptera,8,adult,piercing-sucking,specialist,SA_SA,field,distant,leaves,roots,abundance,herbivore,Pemphigus betae,Hemiptera,adult,piercing-sucking,generalist,H,328,93,37.517,9,3.634,3.127,99,Moran,
329,54,Moran and Whitham ,1990,Ecology,4.733,figure 5,temperate,Chenopodium album,herbaceous,annual,herbivore,Hayhurstia atriplicis,Hemiptera,8,adult,piercing-sucking,specialist,SA_SA,controlled,distant,leaves,roots,abundance,herbivore,Pemphigus betae,Hemiptera,adult,piercing-sucking,generalist,H,329,19.2,3.332,6,32.914,1.381,6,Moran,
330,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,abundance,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,330-331-332,3.2,0.33,5,3.3,0.46,5,Simelane,
331,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,abundance,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,330-331-332,3.2,0.33,5,2.6,0.5,5,Simelane,
332,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,abundance,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,330-331-332,3.2,0.33,5,2,0.44,5,Simelane,
333,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,damage,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,333-334-335,2.5,0.28,5,2.8,0.25,5,Simelane,
334,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,damage,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,333-334-335,2.5,0.28,5,2.5,0.28,5,Simelane,
335,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,damage,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,333-334-335,2.5,0.28,5,2.3,0.25,5,Simelane,
336,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,number of eggs,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,336-337-338,163.8,20.4,5,164.5,20.4,5,Simelane,
337,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,number of eggs,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,336-337-338,163.8,20.4,5,152.8,32.4,5,Simelane,
338,55,Simelane,2006,Biological Control,2.53,table 1,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,number of eggs,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,336-337-338,163.8,20.4,5,78.8,36.8,5,Simelane,
339,55,Simelane,2006,Biological Control,2.53,table 3,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,survival,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,339-340-341,86.63,8.36,5,74.51,8.36,5,Simelane,
340,55,Simelane,2006,Biological Control,2.53,table 3,tropical,Lantana camara,woody,perennial,herbivore,Teleonemia scrupulosa,Hemiptera,2,adult,piercing-sucking,specialist,SA_JA,controlled,distant,leaves,roots,survival,herbivore,Longitarsus bethae,Coleoptera,young,chewer,specialist,H,339-340-341,86.63,8.36,5,45.45,8.36,5,Simelane,
